Destination,Start date,Duration (days),Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost,source
Campo Grande (MS),2019-10-31,3.0,32.0,None,,Hotel BW,181.17,Economy Flight,1090.16,dataset_2
Brasilia (DF),2019-11-03,3.0,32.0,None,,Hotel BW,181.17,Economy Flight,1090.16,dataset_2
Aracaju (SE),2019-12-08,3.0,32.0,None,,Hotel AF,417.3,First Class Flight,2026.03,dataset_2
Aracaju (SE),2020-02-06,3.0,32.0,None,,Hotel Z,624.12,premium,1768.0500000000002,dataset_2
Recife (PE),2020-02-09,3.0,32.0,None,,Hotel Z,624.12,premium,1768.0500000000002,dataset_2
Natal (RN),2020-03-12,3.0,32.0,None,,Hotel BD,728.64,First Class Flight,2614.29,dataset_2
Brasilia (DF),2020-03-15,3.0,32.0,None,,Hotel BD,728.64,First Class Flight,2614.29,dataset_2
Recife (PE),2020-05-10,3.0,32.0,None,,Hotel BW,181.17,Economy Flight,1289.75,dataset_2
Aracaju (SE),2020-05-15,1.0,32.0,None,,Hotel AF,139.1,First Class Flight,2026.03,dataset_2
Aracaju (SE),2020-06-12,1.0,32.0,None,,Hotel A,313.02,premium,2324.5,dataset_2
Brasilia (DF),2020-07-12,3.0,32.0,None,,Hotel A,939.06,First Class Flight,2614.88,dataset_2
Recife (PE),2020-10-05,4.0,32.0,None,,Hotel BD,971.52,First Class Flight,1328.13,dataset_2
Aracaju (SE),2020-11-13,1.0,32.0,None,,Hotel BD,242.88,First Class Flight,1161.3600000000001,dataset_2
Rio de Janeiro (RJ),2020-12-17,4.0,32.0,None,,Hotel CB,663.96,First Class Flight,1337.6999999999998,dataset_2
Brasilia (DF),2020-12-21,4.0,32.0,None,,Hotel CB,663.96,First Class Flight,1337.6999999999998,dataset_2
Florianopolis (SC),2021-02-18,3.0,32.0,None,,Hotel A,939.06,First Class Flight,3074.21,dataset_2
Aracaju (SE),2021-02-21,3.0,32.0,None,,Hotel A,939.06,First Class Flight,3074.21,dataset_2
Aracaju (SE),2021-04-24,2.0,32.0,None,,Hotel BW,120.78,Economy Flight,1621.1,dataset_2
Aracaju (SE),2021-05-03,4.0,32.0,None,,Hotel BW,241.56,First Class Flight,2971.17,dataset_2
Aracaju (SE),2021-05-13,3.0,32.0,None,,Hotel Z,624.12,First Class Flight,2174.1099999999997,dataset_2
Brasilia (DF),2021-05-16,3.0,32.0,None,,Hotel Z,624.12,First Class Flight,2174.1099999999997,dataset_2
Brasilia (DF),2019-12-20,1.0,39.0,None,,Hotel BW,60.39,First Class Flight,2046.57,dataset_2
Recife (PE),2020-01-05,3.0,39.0,None,,Hotel K,790.23,Economy Flight,1613.05,dataset_2
Brasilia (DF),2020-01-11,2.0,39.0,None,,Hotel K,526.82,First Class Flight,2744.57,dataset_2
Florianopolis (SC),2020-02-13,3.0,39.0,None,,Hotel A,939.06,Economy Flight,1444.08,dataset_2
Brasilia (DF),2020-02-16,3.0,39.0,None,,Hotel A,939.06,Economy Flight,1444.08,dataset_2
Recife (PE),2020-10-31,2.0,39.0,None,,Hotel BD,485.76,Economy Flight,766.58,dataset_2
Aracaju (SE),2020-12-12,2.0,39.0,None,,Hotel AU,625.66,premium,1768.0500000000002,dataset_2
Brasilia (DF),2020-01-31,1.0,24.0,Female,,Hotel CB,165.99,premium,876.36,dataset_2
Brasilia (DF),2020-02-16,3.0,24.0,Female,,Hotel BW,181.17,Economy Flight,1147.3600000000001,dataset_2
Sao Paulo (SP),2020-03-05,3.0,24.0,Female,,Hotel AF,417.3,First Class Flight,2419.67,dataset_2
Recife (PE),2020-03-08,3.0,24.0,Female,,Hotel AF,417.3,First Class Flight,2419.67,dataset_2
Aracaju (SE),2020-03-14,2.0,24.0,Female,,Hotel BD,485.76,First Class Flight,1161.3600000000001,dataset_2
Brasilia (DF),2020-09-06,3.0,24.0,Female,,Hotel K,790.23,First Class Flight,2706.08,dataset_2
Recife (PE),2020-10-05,4.0,24.0,Female,,Hotel A,1252.08,First Class Flight,2547.45,dataset_2
Aracaju (SE),2020-11-07,2.0,24.0,Female,,Hotel BW,120.78,Economy Flight,1637.82,dataset_2
Aracaju (SE),2020-02-09,3.0,21.0,None,,Hotel BW,181.17,premium,2236.98,dataset_2
Aracaju (SE),2020-02-14,1.0,21.0,None,,Hotel AF,139.1,Economy Flight,1133.53,dataset_2
Aracaju (SE),2020-03-15,3.0,21.0,None,,Hotel CB,497.97,First Class Flight,2572.49,dataset_2
Recife (PE),2020-04-25,2.0,21.0,None,,Hotel Z,416.08,Economy Flight,1289.02,dataset_2
Recife (PE),2020-05-03,3.0,21.0,None,,Hotel K,790.23,premium,2259.1800000000003,dataset_2
Recife (PE),2020-07-20,4.0,21.0,None,,Hotel K,1053.64,premium,2353.06,dataset_2
Recife (PE),2020-07-27,4.0,21.0,None,,Hotel A,1252.08,First Class Flight,2726.67,dataset_2
Campo Grande (MS),2020-09-03,3.0,21.0,None,,Hotel BW,181.17,Economy Flight,1621.1,dataset_2
Aracaju (SE),2020-09-06,3.0,21.0,None,,Hotel BW,181.17,Economy Flight,1621.1,dataset_2
Salvador (BH),2020-09-24,3.0,21.0,None,,Hotel K,790.23,First Class Flight,2910.66,dataset_2
Recife (PE),2020-09-27,3.0,21.0,None,,Hotel K,790.23,First Class Flight,2910.66,dataset_2
Brasilia (DF),2020-10-12,4.0,21.0,None,,Hotel BD,971.52,premium,2027.4099999999999,dataset_2
Aracaju (SE),2021-05-02,3.0,21.0,None,,Hotel K,790.23,First Class Flight,3215.9700000000003,dataset_2
Recife (PE),2021-05-28,1.0,21.0,None,,Hotel AF,139.1,First Class Flight,2419.67,dataset_2
Brasilia (DF),2021-06-11,1.0,21.0,None,,Hotel AU,312.83,premium,1141.99,dataset_2
Aracaju (SE),2021-11-13,2.0,21.0,None,,Hotel K,526.82,premium,2497.83,dataset_2
Recife (PE),2021-11-18,2.0,21.0,None,,Hotel AU,625.66,Economy Flight,1289.02,dataset_2
Aracaju (SE),2021-11-20,2.0,21.0,None,,Hotel AU,625.66,Economy Flight,1289.02,dataset_2
Recife (PE),2021-12-11,2.0,21.0,None,,Hotel Z,416.08,First Class Flight,2290.21,dataset_2
Campo Grande (MS),2021-12-23,3.0,21.0,None,,Hotel BW,181.17,First Class Flight,2849.5,dataset_2
Aracaju (SE),2021-12-26,3.0,21.0,None,,Hotel BW,181.17,First Class Flight,2849.5,dataset_2
Rio de Janeiro (RJ),2022-01-13,2.0,21.0,None,,Hotel CB,331.98,First Class Flight,1273.29,dataset_2
Brasilia (DF),2022-01-15,2.0,21.0,None,,Hotel CB,331.98,First Class Flight,1273.29,dataset_2
Brasilia (DF),2022-02-12,2.0,21.0,None,,Hotel AU,625.66,premium,1141.99,dataset_2
Brasilia (DF),2022-02-24,4.0,21.0,None,,Hotel BP,990.48,First Class Flight,1494.1399999999999,dataset_2
Recife (PE),2022-02-28,4.0,21.0,None,,Hotel BP,990.48,First Class Flight,1494.1399999999999,dataset_2
Aracaju (SE),2022-06-02,4.0,21.0,None,,Hotel Z,832.16,Economy Flight,1269.8200000000002,dataset_2
Brasilia (DF),2022-06-06,4.0,21.0,None,,Hotel Z,832.16,Economy Flight,1269.8200000000002,dataset_2
Brasilia (DF),2022-06-10,1.0,21.0,None,,Hotel CB,165.99,First Class Flight,1273.29,dataset_2
Recife (PE),2022-07-01,1.0,21.0,None,,Hotel AF,139.1,premium,1853.13,dataset_2
Brasilia (DF),2022-07-23,2.0,21.0,None,,Hotel AF,278.2,premium,1300.22,dataset_2
Natal (RN),2022-08-04,1.0,21.0,None,,Hotel BD,242.88,Economy Flight,1412.98,dataset_2
Brasilia (DF),2022-08-05,1.0,21.0,None,,Hotel BD,242.88,Economy Flight,1412.98,dataset_2
Florianopolis (SC),2022-12-08,2.0,21.0,None,,Hotel A,626.04,premium,2083.94,dataset_2
Recife (PE),2022-12-10,2.0,21.0,None,,Hotel A,626.04,premium,2083.94,dataset_2
Sao Paulo (SP),2022-12-22,2.0,21.0,None,,Hotel AF,278.2,Economy Flight,1342.9699999999998,dataset_2
Recife (PE),2022-12-24,2.0,21.0,None,,Hotel AF,278.2,Economy Flight,1342.9699999999998,dataset_2
Natal (RN),2023-01-05,1.0,21.0,None,,Hotel BD,242.88,Economy Flight,681.9300000000001,dataset_2
Aracaju (SE),2023-01-06,1.0,21.0,None,,Hotel BD,242.88,Economy Flight,681.9300000000001,dataset_2
Natal (RN),2023-01-19,3.0,21.0,None,,Hotel BD,728.64,Economy Flight,731.28,dataset_2
Recife (PE),2023-01-22,3.0,21.0,None,,Hotel BD,728.64,Economy Flight,731.28,dataset_2
Brasilia (DF),2023-01-26,1.0,21.0,None,,Hotel BP,247.62,Economy Flight,1269.8200000000002,dataset_2
Aracaju (SE),2023-01-27,1.0,21.0,None,,Hotel BP,247.62,Economy Flight,1269.8200000000002,dataset_2
Rio de Janeiro (RJ),2023-03-02,1.0,21.0,None,,Hotel CB,165.99,First Class Flight,2629.9700000000003,dataset_2
Aracaju (SE),2023-03-03,1.0,21.0,None,,Hotel CB,165.99,First Class Flight,2629.9700000000003,dataset_2
Aracaju (SE),2023-03-23,3.0,21.0,None,,Hotel Z,624.12,First Class Flight,2290.21,dataset_2
Recife (PE),2023-03-26,3.0,21.0,None,,Hotel Z,624.12,First Class Flight,2290.21,dataset_2
Aracaju (SE),2023-04-28,1.0,21.0,None,,Hotel K,263.41,Economy Flight,1776.56,dataset_2
Recife (PE),2019-10-07,4.0,63.0,Male,,Hotel K,1053.64,premium,2353.06,dataset_2
Aracaju (SE),2020-01-11,2.0,63.0,Male,,Hotel AU,625.66,premium,1768.0500000000002,dataset_2
Recife (PE),2020-01-20,4.0,63.0,Male,,Hotel BD,971.52,Economy Flight,731.28,dataset_2
Brasilia (DF),2019-11-04,4.0,62.0,None,,Hotel Z,832.16,First Class Flight,2217.7799999999997,dataset_2
Recife (PE),2020-06-22,4.0,62.0,None,,Hotel AF,556.4,premium,1853.13,dataset_2
Aracaju (SE),2020-10-11,3.0,62.0,None,,Hotel K,790.23,premium,2497.83,dataset_2
Florianopolis (SC),2020-11-12,2.0,62.0,None,,Hotel A,626.04,premium,2381.51,dataset_2
Aracaju (SE),2020-11-14,2.0,62.0,None,,Hotel A,626.04,premium,2381.51,dataset_2
Aracaju (SE),2020-12-21,4.0,62.0,None,,Hotel BW,241.56,First Class Flight,2849.5,dataset_2
Recife (PE),2020-12-31,3.0,62.0,None,,Hotel AU,938.49,First Class Flight,1494.1399999999999,dataset_2
Brasilia (DF),2021-01-03,3.0,62.0,None,,Hotel AU,938.49,First Class Flight,1494.1399999999999,dataset_2
Brasilia (DF),2021-02-26,1.0,62.0,None,,Hotel AU,312.83,Economy Flight,825.78,dataset_2
Brasilia (DF),2019-10-18,1.0,61.0,None,,Hotel A,313.02,premium,2074.69,dataset_2
Recife (PE),2019-11-11,4.0,61.0,None,,Hotel CB,663.96,First Class Flight,3409.12,dataset_2
Brasilia (DF),2019-12-29,3.0,61.0,None,,Hotel CB,497.97,First Class Flight,1130.58,dataset_2
Recife (PE),2020-02-17,4.0,61.0,None,,Hotel BW,241.56,First Class Flight,2255.0699999999997,dataset_2
Aracaju (SE),2020-10-12,4.0,61.0,None,,Hotel CB,663.96,First Class Flight,2572.49,dataset_2
Brasilia (DF),2020-10-15,1.0,61.0,None,,Hotel BP,247.62,Economy Flight,1127.6,dataset_2
Aracaju (SE),2020-10-16,1.0,61.0,None,,Hotel BP,247.62,Economy Flight,1127.6,dataset_2
Aracaju (SE),2021-01-01,1.0,61.0,None,,Hotel A,313.02,First Class Flight,3074.21,dataset_2
Aracaju (SE),2021-01-15,1.0,61.0,None,,Hotel BW,60.39,First Class Flight,2849.5,dataset_2
Aracaju (SE),2021-02-08,4.0,61.0,None,,Hotel BW,241.56,First Class Flight,2849.5,dataset_2
Recife (PE),2021-04-26,4.0,61.0,None,,Hotel K,1053.64,Economy Flight,1613.05,dataset_2
Sao Paulo (SP),2021-07-01,3.0,61.0,None,,Hotel AF,417.3,premium,1853.13,dataset_2
Recife (PE),2021-07-04,3.0,61.0,None,,Hotel AF,417.3,premium,1853.13,dataset_2
Recife (PE),2021-07-30,1.0,61.0,None,,Hotel BD,242.88,premium,1037.83,dataset_2
Aracaju (SE),2021-09-02,4.0,61.0,None,,Hotel Z,832.16,First Class Flight,2300.66,dataset_2
Recife (PE),2021-09-06,4.0,61.0,None,,Hotel Z,832.16,First Class Flight,2300.66,dataset_2
Recife (PE),2021-10-02,2.0,61.0,None,,Hotel BD,485.76,Economy Flight,731.28,dataset_2
Natal (RN),2021-10-14,4.0,61.0,None,,Hotel BD,971.52,First Class Flight,1189.3000000000002,dataset_2
Aracaju (SE),2021-10-18,4.0,61.0,None,,Hotel BD,971.52,First Class Flight,1189.3000000000002,dataset_2
Brasilia (DF),2021-12-30,3.0,61.0,None,,Hotel BP,742.86,First Class Flight,1513.49,dataset_2
Recife (PE),2022-01-02,3.0,61.0,None,,Hotel BP,742.86,First Class Flight,1513.49,dataset_2
Campo Grande (MS),2022-01-20,3.0,61.0,None,,Hotel BW,181.17,premium,2236.98,dataset_2
Aracaju (SE),2022-01-23,3.0,61.0,None,,Hotel BW,181.17,premium,2236.98,dataset_2
Brasilia (DF),2022-01-27,2.0,61.0,None,,Hotel BP,495.24,premium,1197.76,dataset_2
Recife (PE),2022-01-29,2.0,61.0,None,,Hotel BP,495.24,premium,1197.76,dataset_2
Natal (RN),2022-04-21,2.0,61.0,None,,Hotel BD,485.76,First Class Flight,2721.54,dataset_2
Brasilia (DF),2022-04-23,2.0,61.0,None,,Hotel BD,485.76,First Class Flight,2721.54,dataset_2
Aracaju (SE),2022-04-29,1.0,61.0,None,,Hotel BD,242.88,First Class Flight,1175.27,dataset_2
Recife (PE),2022-06-09,4.0,61.0,None,,Hotel AU,1251.32,Economy Flight,1265.72,dataset_2
Aracaju (SE),2022-06-13,4.0,61.0,None,,Hotel AU,1251.32,Economy Flight,1265.72,dataset_2
Salvador (BH),2022-06-16,1.0,61.0,None,,Hotel K,263.41,Economy Flight,1546.0,dataset_2
Brasilia (DF),2022-06-17,1.0,61.0,None,,Hotel K,263.41,Economy Flight,1546.0,dataset_2
Brasilia (DF),2022-07-17,3.0,61.0,None,,Hotel BD,728.64,Economy Flight,1412.98,dataset_2
Brasilia (DF),2022-07-25,4.0,61.0,None,,Hotel A,1252.08,premium,2074.69,dataset_2
Aracaju (SE),2019-12-28,2.0,37.0,Female,,Hotel BD,485.76,First Class Flight,1175.27,dataset_2
Aracaju (SE),2020-04-03,1.0,37.0,Female,,Hotel AF,139.1,Economy Flight,1094.63,dataset_2
Florianopolis (SC),2020-05-07,2.0,37.0,Female,,Hotel A,626.04,First Class Flight,2655.13,dataset_2
Recife (PE),2020-05-09,2.0,37.0,Female,,Hotel A,626.04,First Class Flight,2655.13,dataset_2
Recife (PE),2020-06-20,2.0,37.0,Female,,Hotel BW,120.78,First Class Flight,2355.49,dataset_2
Brasilia (DF),2020-07-12,3.0,37.0,Female,,Hotel BW,181.17,Economy Flight,1090.16,dataset_2
Aracaju (SE),2020-12-12,2.0,37.0,Female,,Hotel BD,485.76,First Class Flight,1175.27,dataset_2
Aracaju (SE),2021-01-23,2.0,37.0,Female,,Hotel K,526.82,premium,2497.83,dataset_2
Sao Paulo (SP),2021-07-15,4.0,37.0,Female,,Hotel AF,556.4,Economy Flight,1373.0700000000002,dataset_2
Recife (PE),2021-07-19,4.0,37.0,Female,,Hotel AF,556.4,Economy Flight,1373.0700000000002,dataset_2
Recife (PE),2021-07-23,1.0,37.0,Female,,Hotel CB,165.99,First Class Flight,3228.95,dataset_2
Salvador (BH),2021-09-02,2.0,37.0,Female,,Hotel K,526.82,Economy Flight,1609.38,dataset_2
Recife (PE),2021-09-04,2.0,37.0,Female,,Hotel K,526.82,Economy Flight,1609.38,dataset_2
Aracaju (SE),2021-11-07,3.0,37.0,Female,,Hotel AF,417.3,Economy Flight,1133.53,dataset_2
Aracaju (SE),2021-11-27,2.0,37.0,Female,,Hotel BW,120.78,Economy Flight,1637.82,dataset_2
Recife (PE),2019-10-03,1.0,35.0,None,,Hotel AU,312.83,Economy Flight,1265.72,dataset_2
Aracaju (SE),2019-10-04,1.0,35.0,None,,Hotel AU,312.83,Economy Flight,1265.72,dataset_2
Brasilia (DF),2019-11-16,2.0,35.0,None,,Hotel BD,485.76,Economy Flight,1489.17,dataset_2
Brasilia (DF),2019-12-06,1.0,35.0,None,,Hotel BD,242.88,premium,2027.4099999999999,dataset_2
Aracaju (SE),2019-12-27,1.0,35.0,None,,Hotel AF,139.1,premium,1550.6799999999998,dataset_2
Aracaju (SE),2020-02-07,1.0,35.0,None,,Hotel CB,165.99,Economy Flight,1446.73,dataset_2
Natal (RN),2020-04-02,3.0,35.0,None,,Hotel BD,728.64,premium,987.3600000000001,dataset_2
Aracaju (SE),2020-04-05,3.0,35.0,None,,Hotel BD,728.64,premium,987.3600000000001,dataset_2
Recife (PE),2020-05-10,3.0,35.0,None,,Hotel AF,417.3,First Class Flight,2554.33,dataset_2
Brasilia (DF),2020-05-23,2.0,35.0,None,,Hotel BD,485.76,First Class Flight,2721.54,dataset_2
Sao Paulo (SP),2020-08-20,4.0,35.0,None,,Hotel AF,556.4,Economy Flight,928.4200000000001,dataset_2
Brasilia (DF),2020-08-24,4.0,35.0,None,,Hotel AF,556.4,Economy Flight,928.4200000000001,dataset_2
Recife (PE),2019-12-02,4.0,61.0,None,,Hotel Z,832.16,First Class Flight,2290.21,dataset_2
Brasilia (DF),2020-01-17,1.0,61.0,None,,Hotel CB,165.99,First Class Flight,1130.58,dataset_2
Recife (PE),2020-02-21,1.0,61.0,None,,Hotel BP,247.62,First Class Flight,1513.49,dataset_2
Brasilia (DF),2020-03-09,4.0,61.0,None,,Hotel BD,971.52,First Class Flight,2625.97,dataset_2
Brasilia (DF),2020-05-22,1.0,61.0,None,,Hotel A,313.02,premium,2074.69,dataset_2
Recife (PE),2020-06-21,3.0,61.0,None,,Hotel AF,417.3,premium,1853.13,dataset_2
Recife (PE),2021-01-15,1.0,61.0,None,,Hotel AF,139.1,Economy Flight,1342.9699999999998,dataset_2
Natal (RN),2021-02-04,2.0,61.0,None,,Hotel BD,485.76,premium,1965.76,dataset_2
Brasilia (DF),2021-02-06,2.0,61.0,None,,Hotel BD,485.76,premium,1965.76,dataset_2
Recife (PE),2021-02-12,1.0,61.0,None,,Hotel BW,60.39,First Class Flight,2355.49,dataset_2
Recife (PE),2019-10-12,2.0,36.0,None,,Hotel Z,416.08,First Class Flight,2290.21,dataset_2
Aracaju (SE),2019-11-01,1.0,36.0,None,,Hotel A,313.02,Economy Flight,1671.59,dataset_2
Brasilia (DF),2019-11-21,2.0,36.0,None,,Hotel BP,495.24,First Class Flight,2185.56,dataset_2
Aracaju (SE),2019-11-23,2.0,36.0,None,,Hotel BP,495.24,First Class Flight,2185.56,dataset_2
Aracaju (SE),2020-01-05,3.0,36.0,None,,Hotel BW,181.17,Economy Flight,1637.82,dataset_2
Brasilia (DF),2020-03-15,3.0,36.0,None,,Hotel A,939.06,First Class Flight,2666.82,dataset_2
Recife (PE),2020-03-21,2.0,36.0,None,,Hotel BW,120.78,First Class Flight,2301.1800000000003,dataset_2
Natal (RN),2020-04-09,1.0,36.0,None,,Hotel BD,242.88,First Class Flight,1328.13,dataset_2
Recife (PE),2020-04-10,1.0,36.0,None,,Hotel BD,242.88,First Class Flight,1328.13,dataset_2
Brasilia (DF),2020-07-09,4.0,36.0,None,,Hotel BP,990.48,Economy Flight,1269.8200000000002,dataset_2
Aracaju (SE),2020-07-13,4.0,36.0,None,,Hotel BP,990.48,Economy Flight,1269.8200000000002,dataset_2
Brasilia (DF),2020-09-05,2.0,36.0,None,,Hotel CB,331.98,First Class Flight,1337.6999999999998,dataset_2
Aracaju (SE),2020-12-04,1.0,36.0,None,,Hotel CB,165.99,premium,2029.0500000000002,dataset_2
Recife (PE),2020-12-31,4.0,36.0,None,,Hotel AU,1251.32,First Class Flight,1388.6100000000001,dataset_2
Brasilia (DF),2021-01-04,4.0,36.0,None,,Hotel AU,1251.32,First Class Flight,1388.6100000000001,dataset_2
Recife (PE),2021-03-01,4.0,36.0,None,,Hotel K,1053.64,Economy Flight,1609.38,dataset_2
Aracaju (SE),2021-04-18,3.0,36.0,None,,Hotel A,939.06,First Class Flight,3164.51,dataset_2
Aracaju (SE),2021-04-23,1.0,36.0,None,,Hotel AF,139.1,Economy Flight,1094.63,dataset_2
Aracaju (SE),2021-09-12,3.0,36.0,None,,Hotel AF,417.3,Economy Flight,1094.63,dataset_2
Brasilia (DF),2021-10-04,4.0,36.0,None,,Hotel AU,1251.32,First Class Flight,1513.49,dataset_2
Brasilia (DF),2021-11-06,2.0,36.0,None,,Hotel Z,416.08,First Class Flight,2217.7799999999997,dataset_2
Florianopolis (SC),2021-12-02,2.0,36.0,None,,Hotel A,626.04,First Class Flight,3164.51,dataset_2
Aracaju (SE),2021-12-04,2.0,36.0,None,,Hotel A,626.04,First Class Flight,3164.51,dataset_2
Aracaju (SE),2021-12-27,4.0,36.0,None,,Hotel BD,971.52,Economy Flight,681.9300000000001,dataset_2
Recife (PE),2019-10-19,2.0,29.0,None,,Hotel A,626.04,First Class Flight,2655.13,dataset_2
Brasilia (DF),2019-10-27,3.0,29.0,None,,Hotel CB,497.97,First Class Flight,1130.58,dataset_2
Aracaju (SE),2020-04-30,3.0,29.0,None,,Hotel Z,624.12,premium,1768.0500000000002,dataset_2
Recife (PE),2020-05-03,3.0,29.0,None,,Hotel Z,624.12,premium,1768.0500000000002,dataset_2
Recife (PE),2020-10-22,1.0,29.0,None,,Hotel AU,312.83,Economy Flight,860.5799999999999,dataset_2
Brasilia (DF),2020-10-23,1.0,29.0,None,,Hotel AU,312.83,Economy Flight,860.5799999999999,dataset_2
Aracaju (SE),2020-11-08,3.0,29.0,None,,Hotel AF,417.3,premium,1536.93,dataset_2
Recife (PE),2020-12-10,3.0,29.0,None,,Hotel AU,938.49,Economy Flight,1289.02,dataset_2
Aracaju (SE),2020-12-13,3.0,29.0,None,,Hotel AU,938.49,Economy Flight,1289.02,dataset_2
Recife (PE),2021-04-18,3.0,29.0,None,,Hotel K,790.23,First Class Flight,2924.96,dataset_2
Sao Paulo (SP),2021-05-06,3.0,29.0,None,,Hotel AF,417.3,Economy Flight,1373.0700000000002,dataset_2
Recife (PE),2021-05-09,3.0,29.0,None,,Hotel AF,417.3,Economy Flight,1373.0700000000002,dataset_2
Recife (PE),2021-05-21,1.0,29.0,None,,Hotel CB,165.99,Economy Flight,1841.52,dataset_2
Aracaju (SE),2021-06-28,4.0,29.0,None,,Hotel CB,663.96,First Class Flight,2629.9700000000003,dataset_2
Campo Grande (MS),2021-07-08,1.0,29.0,None,,Hotel BW,60.39,First Class Flight,1857.54,dataset_2
Brasilia (DF),2021-07-09,1.0,29.0,None,,Hotel BW,60.39,First Class Flight,1857.54,dataset_2
Brasilia (DF),2021-07-24,2.0,29.0,None,,Hotel BW,120.78,First Class Flight,2046.57,dataset_2
Campo Grande (MS),2021-09-02,1.0,29.0,None,,Hotel BW,60.39,First Class Flight,2046.57,dataset_2
Brasilia (DF),2021-09-03,1.0,29.0,None,,Hotel BW,60.39,First Class Flight,2046.57,dataset_2
Recife (PE),2021-10-08,1.0,29.0,None,,Hotel AF,139.1,First Class Flight,2419.67,dataset_2
Brasilia (DF),2021-10-22,1.0,29.0,None,,Hotel A,313.02,premium,2036.79,dataset_2
Aracaju (SE),2021-12-12,3.0,29.0,None,,Hotel AF,417.3,Economy Flight,1133.53,dataset_2
Brasilia (DF),2022-01-07,1.0,29.0,None,,Hotel AU,312.83,First Class Flight,1388.6100000000001,dataset_2
Aracaju (SE),2022-03-03,3.0,29.0,None,,Hotel Z,624.12,Economy Flight,1265.72,dataset_2
Recife (PE),2022-03-06,3.0,29.0,None,,Hotel Z,624.12,Economy Flight,1265.72,dataset_2
Recife (PE),2022-06-02,1.0,29.0,None,,Hotel AU,312.83,premium,1807.63,dataset_2
Aracaju (SE),2022-06-03,1.0,29.0,None,,Hotel AU,312.83,premium,1807.63,dataset_2
Recife (PE),2022-07-02,2.0,29.0,None,,Hotel K,526.82,First Class Flight,2924.96,dataset_2
Rio de Janeiro (RJ),2022-07-07,4.0,29.0,None,,Hotel CB,663.96,First Class Flight,1130.58,dataset_2
Brasilia (DF),2022-07-11,4.0,29.0,None,,Hotel CB,663.96,First Class Flight,1130.58,dataset_2
Brasilia (DF),2022-07-29,1.0,29.0,None,,Hotel A,313.02,First Class Flight,2664.15,dataset_2
Aracaju (SE),2022-08-20,2.0,29.0,None,,Hotel A,626.04,premium,2381.51,dataset_2
Sao Paulo (SP),2022-11-03,3.0,29.0,None,,Hotel AF,417.3,First Class Flight,2026.03,dataset_2
Aracaju (SE),2022-11-06,3.0,29.0,None,,Hotel AF,417.3,First Class Flight,2026.03,dataset_2
Brasilia (DF),2022-12-15,4.0,29.0,None,,Hotel BP,990.48,First Class Flight,1494.1399999999999,dataset_2
Recife (PE),2022-12-19,4.0,29.0,None,,Hotel BP,990.48,First Class Flight,1494.1399999999999,dataset_2
Brasilia (DF),2022-12-25,3.0,29.0,None,,Hotel K,790.23,premium,2151.83,dataset_2
Aracaju (SE),2023-01-19,2.0,29.0,None,,Hotel Z,416.08,First Class Flight,2217.7799999999997,dataset_2
Brasilia (DF),2023-01-21,2.0,29.0,None,,Hotel Z,416.08,First Class Flight,2217.7799999999997,dataset_2
Sao Paulo (SP),2023-02-09,1.0,29.0,None,,Hotel AF,139.1,First Class Flight,1816.48,dataset_2
Brasilia (DF),2023-02-10,1.0,29.0,None,,Hotel AF,139.1,First Class Flight,1816.48,dataset_2
Aracaju (SE),2023-03-17,1.0,29.0,None,,Hotel AF,139.1,First Class Flight,2026.03,dataset_2
Natal (RN),2023-03-30,2.0,29.0,None,,Hotel BD,485.76,Economy Flight,731.28,dataset_2
Recife (PE),2023-04-01,2.0,29.0,None,,Hotel BD,485.76,Economy Flight,731.28,dataset_2
Florianopolis (SC),2023-05-11,2.0,29.0,None,,Hotel A,626.04,premium,2074.69,dataset_2
Brasilia (DF),2023-05-13,2.0,29.0,None,,Hotel A,626.04,premium,2074.69,dataset_2
Recife (PE),2023-05-18,4.0,29.0,None,,Hotel AU,1251.32,Economy Flight,1289.02,dataset_2
Aracaju (SE),2023-05-22,4.0,29.0,None,,Hotel AU,1251.32,Economy Flight,1289.02,dataset_2
Salvador (BH),2023-06-01,2.0,29.0,None,,Hotel K,526.82,premium,2536.0699999999997,dataset_2
Aracaju (SE),2023-06-03,2.0,29.0,None,,Hotel K,526.82,premium,2536.0699999999997,dataset_2
Sao Paulo (SP),2023-06-08,1.0,29.0,None,,Hotel AF,139.1,Economy Flight,1373.0700000000002,dataset_2
Recife (PE),2023-06-09,1.0,29.0,None,,Hotel AF,139.1,Economy Flight,1373.0700000000002,dataset_2
Brasilia (DF),2023-07-06,1.0,29.0,None,,Hotel BP,247.62,First Class Flight,1494.1399999999999,dataset_2
Recife (PE),2023-07-07,1.0,29.0,None,,Hotel BP,247.62,First Class Flight,1494.1399999999999,dataset_2
